NUMERO;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;RENDIMIENTO_UNO
281;1;1;21;1;117;14;441;76;76;59;52;57;57;58;0;48;63;20;6;9;2;2012;1
282;0;2;6;1;19;5;427;68;68;70;59;62;62;59;0;45;47;6;5;9;2;2012;2
283;0;1;14;1;19;5;451;69;69;63;59;63;63;59;0;69;60;18;3;9;2;2012;1
284;1;1;20;1;221;6;434;76;76;63;55;57;57;59;0;53;68;20;6;9;1;2012;2
285;0;1;18;1;19;5;444;86;86;55;52;54;54;68;0;60;52;18;3;9;3;2012;2
286;0;1;20;1;180;15;447;64;64;59;52;91;91;68;0;53;58;20;6;9;1;2012;2
287;0;2;11;1;19;5;461;86;86;47;58;58;58;76;0;59;50;10;3;9;3;2012;2
288;0;2;21;1;19;5;455;75;75;60;53;63;63;63;0;84;63;10;3;9;2;2012;1
289;0;1;20;1;89;30;418;85;85;65;59;49;49;55;0;54;50;20;6;9;2;2012;2
290;0;2;9;1;19;5;452;63;63;65;63;69;69;63;0;69;80;10;3;9;3;2012;1
291;0;2;20;1;226;15;436;76;76;59;67;62;62;55;0;53;71;20;6;9;2;2012;2
292;1;2;11;1;19;5;422;59;59;76;59;69;69;58;0;49;60;10;3;9;4;2012;2
293;0;0;15;0;0;0;427;85;85;59;54;56;56;53;0;62;51;15;3;9;3;2012;2
294;1;2;20;1;180;15;422;86;86;59;52;58;58;59;0;53;60;20;6;9;2;2012;2
295;0;0;20;0;0;0;431;85;85;56;56;63;63;68;0;53;49;19;5;9;1;2012;2
296;1;2;11;1;19;5;433;75;75;60;63;63;63;63;0;49;55;11;5;9;2;2012;2
297;1;2;15;1;19;5;438;64;64;69;58;62;62;55;0;69;55;5;6;9;2;2012;2
298;0;1;20;1;203;15;420;86;86;59;55;54;54;58;0;48;47;11;5;9;3;2012;2
299;0;2;7;1;19;5;395;76;76;75;58;50;50;58;0;28;60;20;6;9;2;2012;2
300;1;1;4;1;19;5;429;69;69;68;67;57;57;63;0;49;49;4;4;9;2;2012;1
301;0;2;20;1;106;15;437;75;75;60;59;54;54;63;0;49;56;21;7;9;3;2012;2
302;0;1;11;1;19;5;426;86;86;55;58;58;58;63;0;44;43;11;5;9;2;2012;2
303;1;1;10;1;19;5;417;64;64;75;52;63;63;55;0;53;43;10;3;9;2;2012;1
304;0;1;7;1;19;5;446;69;69;63;55;58;58;76;0;53;56;7;5;9;2;2012;2
305;0;2;7;1;19;5;418;85;85;56;59;62;62;48;0;49;53;7;5;9;2;2012;1
306;1;1;7;1;19;5;423;86;86;55;49;63;63;55;0;53;50;7;5;9;2;2012;2
307;1;2;8;1;19;5;458;63;63;60;56;68;68;51;0;84;50;8;3;9;2;2012;1
308;0;2;1;1;19;5;446;76;76;59;59;58;58;68;0;69;52;11;5;9;2;2012;2
309;1;2;20;1;40;15;456;68;68;56;59;69;69;63;0;69;63;20;6;9;2;2012;2
310;1;2;11;1;19;5;461;68;68;60;53;63;63;68;0;84;61;10;3;9;3;2012;2
311;0;2;10;1;19;5;453;64;64;59;74;63;63;68;0;53;66;10;3;9;3;2012;2
312;0;2;20;1;226;15;440;64;64;63;58;68;68;63;0;53;66;20;6;9;3;2012;2
313;1;1;20;1;226;15;430;75;75;60;56;63;63;68;0;45;50;20;6;9;2;2012;2
314;0;2;15;1;19;5;441;63;63;60;56;78;78;55;0;60;80;19;5;9;2;2012;2
315;0;2;11;1;19;5;387;86;86;63;52;58;58;45;0;23;66;11;5;9;3;2012;2
316;0;1;4;1;19;5;431;69;69;69;55;50;50;63;0;59;49;18;3;9;1;2012;2
317;0;2;7;1;19;5;417;75;75;65;47;58;58;55;0;49;43;7;5;9;3;2012;1
318;0;2;11;1;19;5;431;69;69;69;55;54;54;68;0;59;47;11;5;9;3;2012;2
319;1;2;11;1;19;5;430;64;64;63;55;77;77;51;0;59;58;11;5;9;3;2012;2
320;1;2;4;1;19;5;427;76;76;59;55;68;68;55;0;60;50;4;4;9;3;2012;1
321;0;1;16;1;19;5;432;76;76;59;50;62;62;68;0;53;43;8;3;9;2;2012;2
322;0;1;20;1;139;18;400;76;76;63;58;69;69;41;0;40;49;16;2;9;3;2012;2
323;1;2;11;1;19;5;401;64;64;68;67;69;69;51;0;17;83;13;1;9;4;2012;2
324;1;2;20;1;180;15;419;86;86;55;47;58;58;55;0;53;66;20;6;9;3;2012;2
325;0;1;20;1;226;15;431;68;68;65;59;58;58;59;0;60;52;20;6;9;2;2012;2
326;0;1;20;1;207;7;421;68;68;65;59;63;63;55;0;49;60;20;6;9;3;2012;1
327;1;2;20;1;55;7;425;76;76;59;52;63;63;63;0;49;55;20;6;9;3;2012;1
328;0;1;10;1;19;5;427;63;63;70;56;58;58;63;0;54;52;10;3;9;3;2012;1
329;1;2;7;1;19;5;415;76;76;63;55;62;62;55;0;53;49;8;3;9;3;2012;2
330;0;1;20;1;226;15;428;68;68;65;59;57;57;55;0;60;49;20;6;9;1;2012;1
331;1;2;6;1;19;5;434;75;75;56;63;62;62;59;0;60;49;19;5;9;2;2012;2
332;0;2;10;1;19;5;431;69;69;59;55;69;69;55;0;59;63;10;3;9;3;2012;1
333;0;1;15;1;19;5;448;68;68;56;56;68;68;63;0;69;45;4;4;9;2;2012;2
334;1;1;16;1;19;5;419;60;60;75;55;57;57;68;0;48;60;16;2;9;3;2012;2
335;1;2;9;1;19;5;431;64;64;63;50;69;69;63;0;53;66;9;4;9;3;2012;2
336;0;2;9;1;19;5;446;75;75;52;63;57;57;63;0;60;60;9;4;9;3;2012;1
337;1;1;5;1;19;5;437;63;63;60;50;77;77;63;0;60;45;7;5;9;2;2012;1
338;0;2;5;1;19;5;417;75;75;60;56;62;62;51;0;54;52;5;6;9;1;2012;2
339;0;2;18;1;19;5;433;68;68;60;56;69;69;63;0;60;58;18;3;9;3;2012;2
340;0;2;9;1;19;5;428;86;86;51;52;54;54;68;0;48;50;9;4;9;3;2012;1
341;1;2;15;1;19;5;396;64;64;59;55;50;50;58;0;48;68;8;3;7;3;2012;2
342;1;2;20;1;180;15;392;59;59;49;47;69;69;59;0;49;58;20;6;7;2;2012;1
343;0;2;14;1;19;5;429;51;51;49;48;63;63;64;0;51;45;8;3;7;2;2012;1
344;0;2;18;1;19;5;351;48;48;50;52;46;46;52;0;47;66;18;3;7;3;2012;2
345;0;1;20;1;180;15;421;68;68;65;53;58;58;63;0;45;47;20;6;4;1;2012;2
346;1;1;9;1;19;5;427;63;63;45;47;69;69;68;0;69;66;17;2;4;2;2012;2
347;0;1;18;1;19;5;447;75;75;60;63;69;69;63;0;49;61;5;6;6;2;2012;2
348;0;1;10;1;19;5;431;75;75;56;56;54;54;68;0;60;58;10;3;6;2;2012;2
349;0;1;18;1;19;5;457;69;69;47;55;57;57;89;0;69;47;18;3;6;2;2012;1
350;0;1;20;2;52;22;356;68;68;52;47;45;45;37;0;53;43;20;6;5;2;2012;2
351;1;2;10;1;19;5;430;59;59;56;56;69;69;76;0;45;58;1;5;9;3;2012;2
352;0;0;6;0;0;0;483;116;116;75;60;59;59;62;0;55;80;15;3;9;3;2012;2
353;0;0;14;0;0;0;447;91;91;63;56;63;63;51;0;61;75;7;5;9;2;2012;2
354;0;0;14;0;0;0;442;89;89;65;59;63;63;53;0;60;75;15;3;9;3;2012;2
355;1;0;11;0;0;0;454;75;75;71;54;65;65;55;0;74;53;11;5;9;2;2012;2
356;0;0;6;0;0;0;428;78;78;77;62;54;54;58;0;43;50;19;5;9;2;2012;2
357;0;1;20;1;214;28;433;86;86;59;58;78;78;58;0;44;36;8;3;9;3;2012;2
358;1;0;15;0;0;0;451;79;79;63;58;63;63;63;0;55;75;15;3;9;3;2012;2
359;1;0;20;0;0;0;425;84;84;68;58;59;59;48;0;50;61;20;6;9;2;2012;2
360;0;1;11;1;19;5;461;76;76;63;62;63;63;63;0;69;55;11;5;9;3;2012;2
361;0;2;1;1;19;5;464;63;63;65;63;78;78;69;0;54;52;1;5;9;3;2012;4
362;0;2;7;1;19;5;442;69;69;68;55;69;69;63;0;49;56;19;5;9;2;2012;2
363;1;0;9;0;0;0;442;63;63;76;55;66;66;61;0;63;77;8;3;9;2;2012;2
364;0;0;7;0;0;0;444;69;69;72;55;61;61;63;0;67;63;7;5;9;2;2012;2
365;0;2;12;1;19;5;436;69;69;69;55;69;69;55;0;59;60;10;3;9;3;2012;2
366;0;0;6;0;0;0;420;75;75;71;56;61;61;55;0;48;88;6;5;9;3;2012;2
367;0;1;20;1;117;14;455;71;71;57;72;67;67;69;0;57;72;21;7;9;1;2012;2
368;1;0;10;0;0;0;421;71;71;68;65;59;59;55;0;43;77;18;3;9;2;2012;2
369;0;0;16;0;0;0;441;74;74;62;65;61;61;62;0;64;70;16;2;9;3;2012;2
370;0;1;4;1;19;5;441;75;75;60;53;58;58;63;0;60;50;4;4;9;2;2012;2
371;0;1;8;1;19;5;427;69;69;69;49;63;63;55;0;69;60;8;3;9;2;2012;1
372;1;2;11;1;19;5;445;75;75;56;56;58;58;63;0;60;74;4;4;9;3;2012;3
373;0;0;20;0;0;0;427;65;65;69;59;61;61;56;0;57;56;20;6;9;3;2012;2
374;0;2;10;1;19;5;432;76;76;59;50;63;63;59;0;60;53;10;3;9;3;2012;2
375;0;0;20;0;0;0;414;83;83;60;58;61;61;51;0;55;63;10;3;9;3;2012;2
376;0;0;20;0;0;0;421;71;71;68;58;56;56;57;0;55;43;5;6;9;2;2012;1
377;0;1;20;1;224;10;419;76;76;63;67;57;57;48;0;59;55;7;5;9;2;2012;2
378;0;1;20;1;64;15;429;68;68;60;56;77;77;63;0;49;43;20;6;9;1;2012;2
379;0;2;20;3;207;7;422;68;68;63;60;66;66;44;0;55;80;20;6;9;3;2012;1
380;0;2;8;1;19;5;443;64;64;63;55;68;68;63;0;69;63;7;5;9;2;2012;1
381;0;2;13;1;19;5;440;68;68;65;68;50;50;76;0;53;53;10;3;9;3;2012;2
382;0;1;15;1;19;5;429;69;69;69;56;52;52;73;0;55;43;4;4;9;2;2012;2
383;1;0;2;0;0;0;417;75;75;65;57;54;54;56;0;52;57;13;1;9;4;2012;2
384;0;0;14;0;0;0;409;68;68;72;41;61;61;60;0;50;68;6;5;9;3;2012;1
385;0;1;6;1;19;5;450;68;68;60;50;58;58;58;0;84;55;6;5;9;2;2012;1
386;1;1;20;1;222;15;421;68;68;65;53;63;63;55;0;54;58;20;6;9;1;2012;2
387;0;2;9;1;19;5;443;60;60;59;62;78;78;68;0;53;50;10;3;9;3;2012;1
388;0;2;20;1;119;15;415;76;76;59;62;63;63;58;0;40;49;11;5;9;3;2012;1
389;1;0;20;0;0;0;405;65;65;72;57;63;63;56;0;44;42;11;5;9;2;2012;2
390;0;1;4;1;19;5;410;64;64;69;46;69;69;58;0;44;58;4;4;9;2;2012;2
391;0;2;19;1;19;5;424;69;69;63;55;63;63;58;0;59;39;19;5;9;2;2012;2
392;1;1;5;1;19;5;421;63;63;60;59;78;78;51;0;45;45;5;6;9;1;2012;1
393;0;0;9;0;0;0;404;79;79;62;56;59;59;60;0;39;48;9;4;9;2;2012;2
394;0;0;11;0;0;0;427;81;81;53;57;60;60;62;0;56;65;8;3;9;2;2012;1
395;0;0;20;0;0;0;387;79;79;69;47;54;54;58;0;31;43;11;5;9;2;2012;2
396;1;1;19;1;19;5;398;86;86;55;52;63;63;45;0;40;41;19;5;9;1;2012;1
397;0;0;20;0;0;0;423;71;71;62;56;63;63;65;0;53;72;8;3;9;2;2012;2
398;0;2;1;1;19;5;403;86;86;59;44;58;58;55;0;53;43;10;3;9;3;2012;1
399;0;0;20;0;0;0;417;71;71;66;55;54;54;63;0;52;63;20;6;9;2;2012;2
400;0;1;5;1;19;5;442;64;64;59;55;69;69;63;0;69;71;5;6;9;2;2012;1
401;0;1;13;1;19;5;425;75;75;60;53;54;54;68;0;53;71;13;1;9;3;2012;2
402;1;2;12;1;19;5;408;68;68;65;56;68;68;55;0;45;53;12;3;9;3;2012;2
403;1;2;7;1;19;5;431;69;69;55;49;78;78;51;0;69;60;7;5;9;2;2012;2
404;0;2;11;1;19;5;416;76;76;59;58;58;58;55;0;53;68;11;5;9;4;2012;2
405;0;2;11;1;19;5;419;69;69;63;59;53;53;55;0;49;52;1;5;9;3;2012;2
406;1;1;14;1;19;5;413;68;68;65;63;54;54;59;0;41;50;8;3;9;3;2012;2
407;1;1;10;1;19;5;427;78;78;53;68;53;53;57;0;53;56;10;3;9;2;2012;2
408;1;0;16;0;0;0;419;68;68;63;49;61;61;53;0;61;60;8;3;9;2;2012;2
409;0;2;16;1;19;5;408;85;85;56;50;50;50;51;0;53;41;16;2;9;3;2012;2
410;0;2;8;1;19;5;407;76;76;59;52;57;57;55;0;40;53;8;3;9;3;2012;1
411;0;2;20;1;95;15;405;75;75;65;53;50;50;51;0;54;52;20;6;9;3;2012;1
412;0;2;10;1;19;5;402;75;75;60;59;63;63;48;0;45;68;10;3;9;3;2012;2
413;1;1;6;1;19;5;429;64;64;59;52;69;69;63;0;53;43;18;3;9;2;2012;2
414;0;1;16;1;19;5;415;69;69;59;59;69;69;55;0;49;55;10;3;9;3;2012;2
415;1;0;11;0;0;0;417;83;83;52;54;61;61;39;0;75;68;20;6;9;3;2012;2
416;1;2;20;1;143;7;415;63;63;70;53;49;49;63;0;49;45;7;5;9;2;2012;1
417;0;2;11;1;19;5;413;75;75;60;53;57;57;63;0;49;55;11;5;9;3;2012;2
418;0;2;2;1;19;5;431;75;75;49;56;69;69;63;0;53;49;10;3;9;3;2012;1
419;0;0;20;0;0;0;412;60;60;72;54;57;57;55;0;58;45;8;3;9;2;2012;2
420;0;0;6;0;0;0;424;71;71;54;60;68;68;50;0;60;60;6;5;9;2;2012;1
421;0;2;20;1;98;15;426;63;63;60;50;69;69;58;0;60;49;20;6;9;3;2012;1
422;1;0;1;0;0;0;431;66;66;59;52;66;66;72;0;58;65;11;5;9;2;2012;1
423;0;0;8;0;0;0;407;68;68;63;52;66;66;51;0;53;72;8;3;9;3;2012;2
424;0;0;20;0;0;0;375;69;69;72;56;52;52;44;0;22;45;11;5;9;2;2012;2
425;1;2;19;1;19;5;405;69;69;68;47;54;54;59;0;53;50;19;5;9;1;2012;1
426;1;0;15;0;0;0;430;63;63;56;53;78;78;51;0;69;55;5;6;9;2;2012;1
427;0;1;9;1;19;5;392;69;69;69;44;58;58;55;0;40;52;8;3;9;2;2012;1
428;0;1;14;1;19;5;410;69;69;63;50;63;63;68;0;44;52;14;2;9;2;2012;1
429;1;2;1;1;19;5;413;75;75;56;56;63;63;63;0;45;83;1;5;9;3;2012;2
430;1;0;18;0;0;0;423;71;71;54;60;63;63;53;0;55;65;8;3;9;2;2012;2
431;1;1;20;1;74;29;393;68;68;70;50;57;57;48;0;49;41;20;6;9;1;2012;1
432;0;1;7;1;19;5;402;64;64;69;52;63;63;58;0;48;45;20;6;9;2;2012;1
433;0;1;19;1;19;5;412;75;75;56;50;63;63;48;0;60;45;8;3;9;2;2012;1
434;1;1;8;1;19;5;454;59;59;52;56;78;78;59;0;84;49;8;3;9;2;2012;2
435;1;2;9;1;19;5;426;69;69;55;55;68;68;51;0;69;49;9;4;9;3;2012;2
436;0;1;8;1;19;5;415;63;63;65;44;63;63;55;0;60;58;8;3;9;3;2012;1
437;0;2;19;1;19;5;418;60;60;63;50;69;69;51;0;60;47;19;5;9;1;2012;1
438;0;0;15;0;0;0;390;74;74;66;50;57;57;56;0;41;47;14;2;9;2;2012;1
439;0;2;8;1;19;5;405;76;76;55;59;63;63;51;0;44;53;8;3;9;2;2012;2
440;1;0;20;0;0;0;416;60;60;66;59;63;63;58;0;55;59;20;6;9;2;2012;2
441;0;2;11;1;19;5;409;75;75;56;56;62;62;51;0;53;52;11;5;9;2;2012;1
442;1;2;8;1;19;5;428;64;64;59;52;63;63;63;0;59;52;8;3;9;3;2012;2
443;0;0;8;0;0;0;403;68;68;66;54;54;54;53;0;50;68;21;7;9;3;2012;1
444;0;2;8;1;19;5;425;76;76;51;52;58;58;63;0;53;63;10;3;9;3;2012;2
445;0;2;8;1;19;5;442;63;63;52;68;69;69;68;0;60;71;8;3;9;2;2012;2
446;0;0;6;0;0;0;410;71;71;57;58;68;68;52;0;52;47;6;5;9;3;2012;2
447;1;1;20;1;221;6;415;67;67;60;50;65;65;62;0;51;73;20;6;9;3;2012;2
448;1;1;4;1;19;5;432;63;63;60;59;58;58;48;0;84;56;18;3;9;2;2012;2
449;0;2;11;1;19;5;429;68;68;52;59;69;69;68;0;53;74;16;2;9;3;2012;2
450;0;0;11;0;0;0;415;75;75;55;56;56;56;63;0;50;80;13;1;9;4;2012;2
451;1;2;20;1;180;15;427;68;68;56;56;58;58;63;0;60;50;20;6;9;3;2012;2
452;1;2;8;1;19;5;411;69;69;59;55;63;63;63;0;49;47;19;5;9;2;2012;2
453;1;1;11;1;19;5;424;55;55;65;63;69;69;77;0;49;52;11;5;9;2;2012;2
454;0;1;10;1;19;5;416;59;59;65;44;63;63;63;0;53;56;3;1;9;2;2012;1
455;0;1;12;1;19;5;409;68;68;60;56;57;57;59;0;45;53;8;3;9;3;2012;2
456;0;0;20;0;0;0;415;54;54;68;54;63;63;57;0;55;47;13;1;9;3;2012;2
457;0;2;5;1;19;5;386;76;76;59;52;58;58;33;0;48;50;5;6;9;2;2012;1
458;0;2;20;1;180;15;391;63;63;70;47;62;62;51;0;49;39;20;6;9;2;2012;1
459;0;0;11;0;0;0;408;68;68;62;60;54;54;57;0;53;55;11;5;9;2;2012;2
460;0;1;19;1;19;5;424;55;55;65;50;63;63;77;0;49;61;19;5;9;1;2012;2
461;0;0;8;0;0;0;401;75;75;59;52;59;59;62;0;50;37;8;3;9;2;2012;2
462;0;0;3;0;0;0;416;74;74;52;60;59;59;53;0;58;48;17;2;9;2;2012;2
463;1;0;16;0;0;0;423;74;74;65;62;59;59;51;0;58;68;16;2;10;3;2012;3
464;1;1;16;1;19;5;385;53;53;52;64;62;62;50;0;44;70;19;5;10;2;2012;2
465;1;0;20;0;0;0;389;65;65;69;52;54;54;47;0;52;40;10;3;7;2;2012;2
466;1;2;20;1;106;15;389;58;58;60;57;58;58;47;0;51;69;9;4;7;3;2012;2
467;0;1;10;1;19;5;387;56;56;52;48;58;58;59;0;50;94;7;5;7;2;2012;2
468;1;1;20;1;79;15;375;56;56;43;62;58;58;55;0;49;50;20;6;7;3;2012;2
469;0;2;20;2;23;31;362;48;48;52;44;62;62;51;0;49;43;20;6;7;1;2012;2
470;1;0;13;0;0;0;357;46;46;43;44;50;50;58;0;59;43;8;3;7;2;2012;1
471;1;2;20;1;50;23;405;68;68;56;56;54;54;63;0;53;50;5;6;4;2;2012;1
472;1;1;10;1;19;5;413;55;55;49;50;68;68;69;0;54;47;10;3;4;3;2012;1
473;0;1;11;1;19;5;422;55;55;60;59;68;68;63;0;49;43;11;5;6;2;2012;2
474;1;1;5;1;19;5;401;63;63;52;50;69;69;51;0;53;52;5;6;6;1;2012;2
475;1;1;15;1;19;5;409;55;55;56;53;63;63;59;0;54;58;18;3;6;2;2012;2
476;1;0;20;0;0;0;386;71;71;55;56;54;54;53;0;43;46;20;6;5;2;2012;2
477;0;1;4;1;19;5;388;61;61;58;58;48;48;53;0;56;52;5;6;5;2;2012;1
478;0;0;20;0;0;0;368;59;59;54;57;59;59;51;0;43;35;20;6;5;2;2012;2
479;0;1;11;1;19;5;377;64;64;47;52;58;58;51;0;48;45;11;5;5;2;2012;2
480;1;1;20;1;167;29;374;52;52;55;52;57;57;51;0;60;43;11;5;5;2;2012;1
481;0;2;9;1;19;5;479;108;108;61;68;57;57;65;0;55;70;9;4;9;3;2013;2
482;1;1;6;1;19;5;464;77;77;78;73;64;64;54;0;59;68;19;5;9;2;2013;2
483;0;2;13;1;19;5;471;85;85;67;61;67;67;64;0;62;75;10;3;9;3;2013;2
484;0;2;16;1;19;5;460;77;77;70;61;67;67;67;0;53;65;16;2;9;3;2013;1
485;0;0;20;0;0;0;420;113;113;54;64;60;60;39;0;44;61;6;5;9;2;2013;3
486;0;2;16;1;19;5;459;80;80;70;55;61;61;64;0;66;72;16;2;9;3;2013;2
487;0;2;19;1;19;5;467;91;91;52;62;74;74;63;0;60;61;19;5;9;1;2013;2
488;1;2;2;1;19;5;452;80;80;67;61;65;65;67;0;47;65;9;4;9;4;2013;3
489;0;1;6;1;19;5;441;85;85;67;61;61;61;54;0;50;50;6;5;9;3;2013;1
490;0;1;20;1;185;15;452;84;84;62;73;65;65;64;0;47;68;20;6;9;2;2013;1
491;1;1;10;1;19;5;461;91;91;53;61;67;67;64;0;57;80;10;3;9;3;2013;2
492;0;2;11;1;19;5;442;90;90;62;64;57;57;62;0;47;70;11;5;9;2;2013;2
493;0;2;11;1;19;5;446;80;80;67;61;58;58;59;0;50;77;11;5;9;3;2013;2
494;0;1;20;1;226;15;459;80;80;61;64;68;68;60;0;61;51;20;6;9;1;2013;2
495;0;1;1;1;19;5;449;76;76;67;66;63;63;64;0;51;59;1;5;9;3;2013;2
496;0;0;20;0;0;0;442;86;86;63;55;58;58;68;0;44;52;5;6;9;2;2013;3
497;1;2;9;1;19;5;450;81;81;64;60;59;59;65;0;58;75;9;4;9;4;2013;3
498;0;2;8;1;19;5;421;90;90;66;53;56;56;56;0;45;58;8;3;9;2;2013;2
499;0;2;10;1;19;5;450;74;74;67;67;59;59;64;0;56;65;10;3;9;3;2013;2
500;0;2;8;1;19;5;419;90;90;70;54;48;48;55;0;54;55;8;3;9;3;2013;2
501;1;2;10;1;19;5;452;73;73;70;55;59;59;69;0;66;70;10;3;9;3;2013;2
502;0;1;14;1;19;5;426;90;90;59;54;67;67;62;0;40;56;7;5;9;2;2013;2
503;0;2;10;1;19;5;452;73;73;65;64;59;59;67;0;53;75;10;3;9;3;2013;2
504;1;2;20;1;71;15;433;97;97;53;64;55;55;59;0;45;77;20;6;9;3;2013;2
505;0;1;20;1;119;15;444;81;81;62;57;55;55;64;0;51;51;20;6;9;2;2013;1
506;0;1;14;1;19;5;451;64;64;65;67;74;74;54;0;56;65;11;5;9;3;2013;3
507;1;2;20;1;121;18;436;69;69;75;67;54;54;63;0;53;55;2;1;9;4;2013;2
508;1;2;13;1;19;5;449;70;70;65;67;64;64;62;0;56;83;12;3;9;4;2013;1
509;0;2;20;1;180;15;462;70;70;60;73;67;67;76;0;53;72;20;6;9;2;2013;1
510;0;1;14;1;19;5;426;90;90;55;61;57;57;50;0;39;61;16;2;9;3;2013;2
511;0;2;9;1;19;5;435;85;85;57;60;64;64;58;0;50;70;13;1;9;4;2013;1
512;0;1;7;1;19;5;435;76;76;65;67;56;56;64;0;45;51;7;5;9;2;2013;1
513;0;1;20;1;106;15;451;77;77;59;62;62;62;65;0;63;77;20;6;9;2;2013;1
514;1;2;10;1;19;5;439;80;80;57;61;65;65;59;0;50;68;10;3;9;3;2013;1
515;1;1;15;1;19;5;435;81;81;61;58;57;57;63;0;50;68;4;4;9;2;2013;2
516;0;2;4;1;19;5;425;74;74;67;59;61;61;54;0;47;68;12;3;9;4;2013;1
517;1;2;17;1;19;5;447;70;70;62;61;74;74;66;0;60;70;19;5;9;3;2013;2
518;0;2;11;1;19;5;423;80;80;65;61;59;59;57;0;49;80;11;5;9;2;2013;2
519;1;1;11;1;19;5;443;74;74;60;64;64;64;71;0;42;55;11;5;9;2;2013;1
520;0;1;3;1;19;5;447;70;70;67;57;57;57;69;0;61;50;20;6;9;1;2013;1
521;0;2;15;1;19;5;432;84;84;61;62;53;53;63;0;52;61;14;2;9;3;2013;2
522;0;2;11;1;19;5;444;76;76;57;67;68;68;64;0;50;75;11;5;9;2;2013;2
523;0;2;8;1;19;5;441;77;77;61;69;57;57;66;0;53;51;8;3;9;3;2013;2
524;0;1;9;1;19;5;436;85;85;54;62;62;62;58;0;52;94;9;4;9;3;2013;1
525;0;1;11;1;19;5;435;74;74;67;59;57;57;61;0;63;63;11;5;9;3;2013;2
526;0;2;20;1;106;15;439;85;85;57;56;55;55;65;0;58;83;9;4;9;2;2013;1
527;0;1;20;2;169;22;448;67;67;65;61;55;55;76;0;45;55;20;6;9;2;2013;2
528;0;2;11;1;19;5;451;67;67;64;65;59;59;68;0;60;83;11;5;9;3;2013;1
529;0;1;19;1;19;5;437;74;74;62;57;61;61;64;0;51;56;19;5;9;2;2013;2
530;1;1;8;1;19;5;429;77;77;62;59;64;64;64;0;47;68;8;3;9;3;2013;1
531;0;1;14;1;19;5;429;90;90;52;58;63;63;56;0;55;50;8;3;9;2;2013;2
532;0;2;11;1;19;5;439;77;77;61;56;57;57;65;0;58;57;11;5;9;3;2013;1
533;1;2;5;1;19;5;439;74;74;59;60;64;64;56;0;58;56;5;6;9;2;2013;1
534;0;2;7;1;19;5;448;74;74;60;73;55;55;71;0;56;70;7;5;9;2;2013;2
535;0;1;20;1;225;15;426;65;65;76;62;51;51;62;0;55;80;20;6;9;2;2013;1
536;0;2;8;1;19;5;442;74;74;57;52;67;67;64;0;53;75;8;3;9;3;2013;2
537;0;0;18;0;0;0;420;61;61;78;54;59;59;54;0;56;47;4;4;9;2;2013;2
538;1;1;14;1;19;5;437;77;77;57;58;64;64;58;0;55;57;9;4;9;3;2013;2
539;0;1;4;1;19;5;433;76;76;59;67;63;63;58;0;53;49;4;4;9;2;2013;2
540;0;1;20;1;110;8;405;86;86;59;52;69;69;55;0;36;43;19;5;9;2;2013;2
541;0;1;7;1;19;5;432;68;68;65;59;69;69;63;0;53;61;7;5;9;2;2013;1
542;1;2;15;1;19;5;442;67;67;67;60;52;52;69;0;56;60;18;3;9;3;2013;2
543;0;2;11;1;19;5;411;80;80;67;57;54;54;64;0;40;52;2;1;9;1;2013;1
544;0;2;20;1;106;15;433;72;72;66;60;54;54;63;0;58;58;20;6;9;3;2013;2
545;0;2;9;1;19;5;424;85;85;57;57;55;55;57;0;50;83;9;4;9;4;2013;1
546;0;2;8;1;19;5;430;77;77;61;65;53;53;54;0;55;57;7;5;9;2;2013;1
547;0;2;1;1;19;5;419;81;81;59;58;64;64;58;0;45;50;11;5;9;3;2013;2
548;1;2;11;1;19;5;437;64;64;67;73;57;57;71;0;42;61;11;5;9;3;2013;2
549;1;2;11;1;19;5;436;75;75;60;59;62;62;68;0;53;63;11;5;9;2;2013;2
550;1;1;20;1;201;7;427;81;81;65;55;44;44;62;0;62;52;8;3;9;2;2013;2
551;0;0;20;0;0;0;416;75;75;66;54;59;59;51;0;53;75;11;5;9;2;2013;1
552;0;2;11;1;19;5;420;84;84;60;64;56;56;57;0;56;77;11;5;9;2;2013;2
553;0;1;7;1;19;5;448;67;67;60;61;67;67;73;0;57;50;7;5;9;1;2013;1
554;1;1;20;1;180;15;424;67;67;70;59;55;55;57;0;53;52;20;6;9;1;2013;1
555;0;1;8;1;19;5;406;77;77;67;57;57;57;51;0;43;45;8;3;9;2;2013;1
556;0;2;9;1;19;5;425;80;80;60;59;56;56;64;0;49;65;9;4;9;3;2013;1
557;0;2;11;1;19;5;436;64;64;69;60;59;59;65;0;61;53;11;5;9;2;2013;1
558;0;2;20;1;49;15;425;72;72;65;55;60;60;57;0;56;65;15;3;9;3;2013;2
559;0;0;7;0;0;0;423;77;77;64;60;52;52;60;0;52;61;8;3;9;2;2013;1
560;0;2;9;1;19;5;424;74;74;65;57;57;57;62;0;53;89;9;4;9;3;2013;3
